,for_date,data_source,abbreviation,unit_type,address,city,state,zip_code,bedrooms,bathrooms,listing_date,sqft,price_sqft,distance,ingest_time
2498,2022-01-17,rentcast,jx157,jx1571a1-Classic,5487 Marsala Ln,Jacksonville,FL,32244,2.0,,2021-07-03,Single Family,,1.09,2022-01-18 00:44:58.587340
2499,2022-01-17,rentcast,jx157,jx1571a1-Classic,6017 Roosevelt Blvd,Jacksonville,FL,32244,,,2022-01-11,Apartment,,1.67,2022-01-18 00:44:58.587340
2500,2022-01-17,rentcast,jx157,jx1571a1-Premium,"6017 Roosevelt Blvd, Apt 51",Jacksonville,FL,32244,1.0,635,2021-11-27,Apartment,1.452,1.62,2022-01-18 00:44:58.587340
2501,2022-01-17,rentcast,jx157,jx1571a1-Premium,6128 Catoma St,Jacksonville,FL,32244,1.0,672,2021-12-12,Multi-Family,1.062,1.82,2022-01-18 00:44:58.587340
2502,2022-01-17,rentcast,jx157,jx1571a1-Premium,5227 Helm Ave,Jacksonville,FL,32244,1.0,"1,050",2021-09-19,Single Family,1.192,1.46,2022-01-18 00:44:58.587340
2503,2022-01-17,rentcast,jx157,jx1571a1-Premium,8358 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-10-10,Single Family,0.982,1.77,2022-01-18 00:44:58.587340
2504,2022-01-17,rentcast,jx157,jx1571a1-Premium,4919 Avent Dr,Jacksonville,FL,32244,1.0,"1,050",2021-11-08,Single Family,1.332,0.38,2022-01-18 00:44:58.587340
2505,2022-01-17,rentcast,jx157,jx1571a1-Premium,7350 Blanding Blvd,Jacksonville,FL,32244,1.0,,2022-01-11,Apartment,,2.05,2022-01-18 00:44:58.587340
2506,2022-01-17,rentcast,jx157,jx1571a1-Premium,4905 Oakside Dr,Jacksonville,FL,32244,1.5,950,2021-09-09,Single Family,1.482,0.49,2022-01-18 00:44:58.587340
2507,2022-01-17,rentcast,jx157,jx1571a1-Premium,5137 Admiral Dr,Jacksonville,FL,32244,1.0,"1,008",2021-07-03,Single Family,0.992,1.64,2022-01-18 00:44:58.587340
2508,2022-01-17,rentcast,jx157,jx1571a1-Premium,4754 Ortega Hills Dr,Jacksonville,FL,32244,1.0,,2022-01-11,Apartment,,0,2022-01-18 00:44:58.587340
2509,2022-01-17,rentcast,jx157,jx1571a1-Premium,"6444 Dor Mil Ct, Unit 2",Jacksonville,FL,32244,1.0,150,2021-10-25,Apartment,3.332,1.63,2022-01-18 00:44:58.587340
2510,2022-01-17,rentcast,jx157,jx1571a1-Premium,"6444 Dor Mil Ct, Unit 1",Jacksonville,FL,32244,1.0,150,2021-10-12,Apartment,3.672,1.63,2022-01-18 00:44:58.587340
2511,2022-01-17,rentcast,jx157,jx1571a1-Premium,7627 Mccowan Dr,Jacksonville,FL,32244,1.0,"1,190",2021-10-21,Single Family,1.052,1.87,2022-01-18 00:44:58.587340
2512,2022-01-17,rentcast,jx157,jx1571a1-Premium,7241 Ortega Hills Dr,Jacksonville,FL,32244,2.0,"1,228",2021-06-18,Single Family,1.082,0.49,2022-01-18 00:44:58.587340
2513,2022-01-17,rentcast,jx157,jx1571a1-Premium,7231 Midway Rd,Jacksonville,FL,32244,2.0,"1,248",2021-12-14,Single Family,1.072,0.53,2022-01-18 00:44:58.587340
2514,2022-01-17,rentcast,jx157,jx1571a1-Premium,7204 Wonder Ln,Jacksonville,FL,32244,2.0,"1,288",2022-01-11,Single Family,1.242,0.43,2022-01-18 00:44:58.587340
2515,2022-01-17,rentcast,jx157,jx1571a1-Premium,5720 Penny Ln,Jacksonville,FL,32244,1.0,,2021-09-27,Single Family,,1.84,2022-01-18 00:44:58.587340
2516,2022-01-17,rentcast,jx157,jx1571a1-Premium,4732 Timuquana Rd,Jacksonville,FL,32210,1.0,"1,292",2021-06-30,Single Family,0.972,2.02,2022-01-18 00:44:58.587340
2517,2022-01-17,rentcast,jx157,jx1571a1-Premium,7410 Warner Dr,Jacksonville,FL,32244,2.0,"1,392",2022-01-10,Single Family,1.092,0.46,2022-01-18 00:44:58.587340
2518,2022-01-17,rentcast,jx157,jx1571a1-Premium,5487 Marsala Ln,Jacksonville,FL,32244,2.0,,2021-07-03,Single Family,,1.09,2022-01-18 00:44:58.587340
2519,2022-01-17,rentcast,jx157,jx1571a1-Premium,6017 Roosevelt Blvd,Jacksonville,FL,32244,,,2022-01-11,Apartment,,1.67,2022-01-18 00:44:58.587340
2520,2022-01-17,rentcast,jx157,jx1571a1-Signature,"6017 Roosevelt Blvd, Apt 51",Jacksonville,FL,32244,1.0,635,2021-11-27,Apartment,1.452,1.62,2022-01-18 00:44:58.587340
2521,2022-01-17,rentcast,jx157,jx1571a1-Signature,6128 Catoma St,Jacksonville,FL,32244,1.0,672,2021-12-12,Multi-Family,1.062,1.82,2022-01-18 00:44:58.587340
2522,2022-01-17,rentcast,jx157,jx1571a1-Signature,5227 Helm Ave,Jacksonville,FL,32244,1.0,"1,050",2021-09-19,Single Family,1.192,1.46,2022-01-18 00:44:58.587340
2523,2022-01-17,rentcast,jx157,jx1571a1-Signature,8358 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-10-10,Single Family,0.982,1.77,2022-01-18 00:44:58.587340
2524,2022-01-17,rentcast,jx157,jx1571a1-Signature,4919 Avent Dr,Jacksonville,FL,32244,1.0,"1,050",2021-11-08,Single Family,1.332,0.38,2022-01-18 00:44:58.587340
2525,2022-01-17,rentcast,jx157,jx1571a1-Signature,7350 Blanding Blvd,Jacksonville,FL,32244,1.0,,2022-01-11,Apartment,,2.05,2022-01-18 00:44:58.587340
2526,2022-01-17,rentcast,jx157,jx1571a1-Signature,4905 Oakside Dr,Jacksonville,FL,32244,1.5,950,2021-09-09,Single Family,1.482,0.49,2022-01-18 00:44:58.587340
2527,2022-01-17,rentcast,jx157,jx1571a1-Signature,5137 Admiral Dr,Jacksonville,FL,32244,1.0,"1,008",2021-07-03,Single Family,0.992,1.64,2022-01-18 00:44:58.587340
2528,2022-01-17,rentcast,jx157,jx1571a1-Signature,4754 Ortega Hills Dr,Jacksonville,FL,32244,1.0,,2022-01-11,Apartment,,0,2022-01-18 00:44:58.587340
2529,2022-01-17,rentcast,jx157,jx1571a1-Signature,"6444 Dor Mil Ct, Unit 2",Jacksonville,FL,32244,1.0,150,2021-10-25,Apartment,3.332,1.63,2022-01-18 00:44:58.587340
2530,2022-01-17,rentcast,jx157,jx1571a1-Signature,"6444 Dor Mil Ct, Unit 1",Jacksonville,FL,32244,1.0,150,2021-10-12,Apartment,3.672,1.63,2022-01-18 00:44:58.587340
2531,2022-01-17,rentcast,jx157,jx1571a1-Signature,7627 Mccowan Dr,Jacksonville,FL,32244,1.0,"1,190",2021-10-21,Single Family,1.052,1.87,2022-01-18 00:44:58.587340
2532,2022-01-17,rentcast,jx157,jx1571a1-Signature,7241 Ortega Hills Dr,Jacksonville,FL,32244,2.0,"1,228",2021-06-18,Single Family,1.082,0.49,2022-01-18 00:44:58.587340
2533,2022-01-17,rentcast,jx157,jx1571a1-Signature,7231 Midway Rd,Jacksonville,FL,32244,2.0,"1,248",2021-12-14,Single Family,1.072,0.53,2022-01-18 00:44:58.587340
2534,2022-01-17,rentcast,jx157,jx1571a1-Signature,7204 Wonder Ln,Jacksonville,FL,32244,2.0,"1,288",2022-01-11,Single Family,1.242,0.43,2022-01-18 00:44:58.587340
2535,2022-01-17,rentcast,jx157,jx1571a1-Signature,5720 Penny Ln,Jacksonville,FL,32244,1.0,,2021-09-27,Single Family,,1.84,2022-01-18 00:44:58.587340
2536,2022-01-17,rentcast,jx157,jx1571a1-Signature,4732 Timuquana Rd,Jacksonville,FL,32210,1.0,"1,292",2021-06-30,Single Family,0.972,2.02,2022-01-18 00:44:58.587340
2537,2022-01-17,rentcast,jx157,jx1571a1-Signature,7410 Warner Dr,Jacksonville,FL,32244,2.0,"1,392",2022-01-10,Single Family,1.092,0.46,2022-01-18 00:44:58.587340
2538,2022-01-17,rentcast,jx157,jx1571a1-Signature,5487 Marsala Ln,Jacksonville,FL,32244,2.0,,2021-07-03,Single Family,,1.09,2022-01-18 00:44:58.587340
2539,2022-01-17,rentcast,jx157,jx1571a1-Signature,6017 Roosevelt Blvd,Jacksonville,FL,32244,,,2022-01-11,Apartment,,1.67,2022-01-18 00:44:58.587340
2540,2022-01-17,rentcast,jx157,jx1571a1-Standard,"6017 Roosevelt Blvd, Apt 51",Jacksonville,FL,32244,1.0,635,2021-11-27,Apartment,1.452,1.62,2022-01-18 00:44:58.587340
2541,2022-01-17,rentcast,jx157,jx1571a1-Standard,6128 Catoma St,Jacksonville,FL,32244,1.0,672,2021-12-12,Multi-Family,1.062,1.82,2022-01-18 00:44:58.587340
2542,2022-01-17,rentcast,jx157,jx1571a1-Standard,5227 Helm Ave,Jacksonville,FL,32244,1.0,"1,050",2021-09-19,Single Family,1.192,1.46,2022-01-18 00:44:58.587340
2543,2022-01-17,rentcast,jx157,jx1571a1-Standard,8358 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-10-10,Single Family,0.982,1.77,2022-01-18 00:44:58.587340
2544,2022-01-17,rentcast,jx157,jx1571a1-Standard,4919 Avent Dr,Jacksonville,FL,32244,1.0,"1,050",2021-11-08,Single Family,1.332,0.38,2022-01-18 00:44:58.587340
2545,2022-01-17,rentcast,jx157,jx1571a1-Standard,7350 Blanding Blvd,Jacksonville,FL,32244,1.0,,2022-01-11,Apartment,,2.05,2022-01-18 00:44:58.587340
2546,2022-01-17,rentcast,jx157,jx1571a1-Standard,4905 Oakside Dr,Jacksonville,FL,32244,1.5,950,2021-09-09,Single Family,1.482,0.49,2022-01-18 00:44:58.587340
2547,2022-01-17,rentcast,jx157,jx1571a1-Standard,5137 Admiral Dr,Jacksonville,FL,32244,1.0,"1,008",2021-07-03,Single Family,0.992,1.64,2022-01-18 00:44:58.587340
2548,2022-01-17,rentcast,jx157,jx1571a1-Standard,4754 Ortega Hills Dr,Jacksonville,FL,32244,1.0,,2022-01-11,Apartment,,0,2022-01-18 00:44:58.587340
2549,2022-01-17,rentcast,jx157,jx1571a1-Standard,"6444 Dor Mil Ct, Unit 2",Jacksonville,FL,32244,1.0,150,2021-10-25,Apartment,3.332,1.63,2022-01-18 00:44:58.587340
2550,2022-01-17,rentcast,jx157,jx1571a1-Standard,"6444 Dor Mil Ct, Unit 1",Jacksonville,FL,32244,1.0,150,2021-10-12,Apartment,3.672,1.63,2022-01-18 00:44:58.587340
2551,2022-01-17,rentcast,jx157,jx1571a1-Standard,7627 Mccowan Dr,Jacksonville,FL,32244,1.0,"1,190",2021-10-21,Single Family,1.052,1.87,2022-01-18 00:44:58.587340
2552,2022-01-17,rentcast,jx157,jx1571a1-Standard,7241 Ortega Hills Dr,Jacksonville,FL,32244,2.0,"1,228",2021-06-18,Single Family,1.082,0.49,2022-01-18 00:44:58.587340
2553,2022-01-17,rentcast,jx157,jx1571a1-Standard,7231 Midway Rd,Jacksonville,FL,32244,2.0,"1,248",2021-12-14,Single Family,1.072,0.53,2022-01-18 00:44:58.587340
2554,2022-01-17,rentcast,jx157,jx1571a1-Standard,7204 Wonder Ln,Jacksonville,FL,32244,2.0,"1,288",2022-01-11,Single Family,1.242,0.43,2022-01-18 00:44:58.587340
2555,2022-01-17,rentcast,jx157,jx1571a1-Standard,5720 Penny Ln,Jacksonville,FL,32244,1.0,,2021-09-27,Single Family,,1.84,2022-01-18 00:44:58.587340
2556,2022-01-17,rentcast,jx157,jx1571a1-Standard,4732 Timuquana Rd,Jacksonville,FL,32210,1.0,"1,292",2021-06-30,Single Family,0.972,2.02,2022-01-18 00:44:58.587340
2557,2022-01-17,rentcast,jx157,jx1571a1-Standard,7410 Warner Dr,Jacksonville,FL,32244,2.0,"1,392",2022-01-10,Single Family,1.092,0.46,2022-01-18 00:44:58.587340
2558,2022-01-17,rentcast,jx157,jx1571a1-Standard,5487 Marsala Ln,Jacksonville,FL,32244,2.0,,2021-07-03,Single Family,,1.09,2022-01-18 00:44:58.587340
2559,2022-01-17,rentcast,jx157,jx1571a1-Standard,6017 Roosevelt Blvd,Jacksonville,FL,32244,,,2022-01-11,Apartment,,1.67,2022-01-18 00:44:58.587340
2560,2022-01-17,rentcast,jx157,jx1572a1-Classic,5227 Helm Ave,Jacksonville,FL,32244,1.0,"1,050",2021-09-19,Single Family,1.192,1.46,2022-01-18 00:44:58.587340
2561,2022-01-17,rentcast,jx157,jx1572a1-Classic,8358 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-10-10,Single Family,0.982,1.77,2022-01-18 00:44:58.587340
2562,2022-01-17,rentcast,jx157,jx1572a1-Classic,4919 Avent Dr,Jacksonville,FL,32244,1.0,"1,050",2021-11-08,Single Family,1.332,0.38,2022-01-18 00:44:58.587340
2563,2022-01-17,rentcast,jx157,jx1572a1-Classic,4905 Oakside Dr,Jacksonville,FL,32244,1.5,950,2021-09-09,Single Family,1.482,0.49,2022-01-18 00:44:58.587340
2564,2022-01-17,rentcast,jx157,jx1572a1-Classic,5137 Admiral Dr,Jacksonville,FL,32244,1.0,"1,008",2021-07-03,Single Family,0.992,1.64,2022-01-18 00:44:58.587340
2565,2022-01-17,rentcast,jx157,jx1572a1-Classic,7627 Mccowan Dr,Jacksonville,FL,32244,1.0,"1,190",2021-10-21,Single Family,1.052,1.87,2022-01-18 00:44:58.587340
2566,2022-01-17,rentcast,jx157,jx1572a1-Classic,7241 Ortega Hills Dr,Jacksonville,FL,32244,2.0,"1,228",2021-06-18,Single Family,1.082,0.49,2022-01-18 00:44:58.587340
2567,2022-01-17,rentcast,jx157,jx1572a1-Classic,7231 Midway Rd,Jacksonville,FL,32244,2.0,"1,248",2021-12-14,Single Family,1.072,0.53,2022-01-18 00:44:58.587340
2568,2022-01-17,rentcast,jx157,jx1572a1-Classic,7204 Wonder Ln,Jacksonville,FL,32244,2.0,"1,288",2022-01-11,Single Family,1.242,0.43,2022-01-18 00:44:58.587340
2569,2022-01-17,rentcast,jx157,jx1572a1-Classic,4732 Timuquana Rd,Jacksonville,FL,32210,1.0,"1,292",2021-06-30,Single Family,0.972,2.02,2022-01-18 00:44:58.587340
2570,2022-01-17,rentcast,jx157,jx1572a1-Classic,5363 Tessa Ter,Jacksonville,FL,32244,2.0,"1,286",2021-10-29,Single Family,1.302,1.37,2022-01-18 00:44:58.587340
2571,2022-01-17,rentcast,jx157,jx1572a1-Classic,8221 Oak Crossing Dr W,Jacksonville,FL,32244,2.0,"1,185",2022-01-11,Single Family,1.412,1.93,2022-01-18 00:44:58.587340
2572,2022-01-17,rentcast,jx157,jx1572a1-Classic,5005 S Fulham Rd,Jacksonville,FL,32244,2.0,"1,200",2022-01-11,Single Family,1.252,1.89,2022-01-18 00:44:58.587340
2573,2022-01-17,rentcast,jx157,jx1572a1-Classic,8375 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-09-19,Townhouse,1.012,1.76,2022-01-18 00:44:58.587340
2574,2022-01-17,rentcast,jx157,jx1572a1-Classic,8387 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-09-19,Townhouse,1.022,1.77,2022-01-18 00:44:58.587340
2575,2022-01-17,rentcast,jx157,jx1572a1-Classic,5163 Pennant Dr,Jacksonville,FL,32244,2.0,"1,302",2021-10-12,Single Family,1.012,1.5,2022-01-18 00:44:58.587340
2576,2022-01-17,rentcast,jx157,jx1572a1-Classic,"8347 Windypine Lane Orange Park, Unit In",Jacksonville,FL,32244,2.0,"1,020",2021-07-28,Townhouse,1.132,1.78,2022-01-18 00:44:58.587340
2577,2022-01-17,rentcast,jx157,jx1572a1-Classic,8430 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2022-01-11,Townhouse,1.142,1.8,2022-01-18 00:44:58.587340
2578,2022-01-17,rentcast,jx157,jx1572a1-Classic,8538 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-12-27,Townhouse,1.232,1.86,2022-01-18 00:44:58.587340
2579,2022-01-17,rentcast,jx157,jx1572a1-Classic,5147 107th St,Jacksonville,FL,32244,1.0,"1,288",2021-11-09,Multi-Family,0.742,1.99,2022-01-18 00:44:58.587340
2580,2022-01-17,rentcast,jx157,jx1572a1-Premium,5227 Helm Ave,Jacksonville,FL,32244,1.0,"1,050",2021-09-19,Single Family,1.192,1.46,2022-01-18 00:44:58.587340
2581,2022-01-17,rentcast,jx157,jx1572a1-Premium,8358 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-10-10,Single Family,0.982,1.77,2022-01-18 00:44:58.587340
2582,2022-01-17,rentcast,jx157,jx1572a1-Premium,4919 Avent Dr,Jacksonville,FL,32244,1.0,"1,050",2021-11-08,Single Family,1.332,0.38,2022-01-18 00:44:58.587340
2583,2022-01-17,rentcast,jx157,jx1572a1-Premium,4905 Oakside Dr,Jacksonville,FL,32244,1.5,950,2021-09-09,Single Family,1.482,0.49,2022-01-18 00:44:58.587340
2584,2022-01-17,rentcast,jx157,jx1572a1-Premium,5137 Admiral Dr,Jacksonville,FL,32244,1.0,"1,008",2021-07-03,Single Family,0.992,1.64,2022-01-18 00:44:58.587340
2585,2022-01-17,rentcast,jx157,jx1572a1-Premium,7627 Mccowan Dr,Jacksonville,FL,32244,1.0,"1,190",2021-10-21,Single Family,1.052,1.87,2022-01-18 00:44:58.587340
2586,2022-01-17,rentcast,jx157,jx1572a1-Premium,7241 Ortega Hills Dr,Jacksonville,FL,32244,2.0,"1,228",2021-06-18,Single Family,1.082,0.49,2022-01-18 00:44:58.587340
2587,2022-01-17,rentcast,jx157,jx1572a1-Premium,7231 Midway Rd,Jacksonville,FL,32244,2.0,"1,248",2021-12-14,Single Family,1.072,0.53,2022-01-18 00:44:58.587340
2588,2022-01-17,rentcast,jx157,jx1572a1-Premium,7204 Wonder Ln,Jacksonville,FL,32244,2.0,"1,288",2022-01-11,Single Family,1.242,0.43,2022-01-18 00:44:58.587340
2589,2022-01-17,rentcast,jx157,jx1572a1-Premium,4732 Timuquana Rd,Jacksonville,FL,32210,1.0,"1,292",2021-06-30,Single Family,0.972,2.02,2022-01-18 00:44:58.587340
2590,2022-01-17,rentcast,jx157,jx1572a1-Premium,5363 Tessa Ter,Jacksonville,FL,32244,2.0,"1,286",2021-10-29,Single Family,1.302,1.37,2022-01-18 00:44:58.587340
2591,2022-01-17,rentcast,jx157,jx1572a1-Premium,8221 Oak Crossing Dr W,Jacksonville,FL,32244,2.0,"1,185",2022-01-11,Single Family,1.412,1.93,2022-01-18 00:44:58.587340
2592,2022-01-17,rentcast,jx157,jx1572a1-Premium,5005 S Fulham Rd,Jacksonville,FL,32244,2.0,"1,200",2022-01-11,Single Family,1.252,1.89,2022-01-18 00:44:58.587340
2593,2022-01-17,rentcast,jx157,jx1572a1-Premium,8375 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-09-19,Townhouse,1.012,1.76,2022-01-18 00:44:58.587340
2594,2022-01-17,rentcast,jx157,jx1572a1-Premium,8387 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-09-19,Townhouse,1.022,1.77,2022-01-18 00:44:58.587340
2595,2022-01-17,rentcast,jx157,jx1572a1-Premium,5163 Pennant Dr,Jacksonville,FL,32244,2.0,"1,302",2021-10-12,Single Family,1.012,1.5,2022-01-18 00:44:58.587340
2596,2022-01-17,rentcast,jx157,jx1572a1-Premium,"8347 Windypine Lane Orange Park, Unit In",Jacksonville,FL,32244,2.0,"1,020",2021-07-28,Townhouse,1.132,1.78,2022-01-18 00:44:58.587340
2597,2022-01-17,rentcast,jx157,jx1572a1-Premium,8430 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2022-01-11,Townhouse,1.142,1.8,2022-01-18 00:44:58.587340
2598,2022-01-17,rentcast,jx157,jx1572a1-Premium,8538 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-12-27,Townhouse,1.232,1.86,2022-01-18 00:44:58.587340
2599,2022-01-17,rentcast,jx157,jx1572a1-Premium,5147 107th St,Jacksonville,FL,32244,1.0,"1,288",2021-11-09,Multi-Family,0.742,1.99,2022-01-18 00:44:58.587340
2600,2022-01-17,rentcast,jx157,jx1572a1-Signature,5227 Helm Ave,Jacksonville,FL,32244,1.0,"1,050",2021-09-19,Single Family,1.192,1.46,2022-01-18 00:44:58.587340
2601,2022-01-17,rentcast,jx157,jx1572a1-Signature,8358 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-10-10,Single Family,0.982,1.77,2022-01-18 00:44:58.587340
2602,2022-01-17,rentcast,jx157,jx1572a1-Signature,4919 Avent Dr,Jacksonville,FL,32244,1.0,"1,050",2021-11-08,Single Family,1.332,0.38,2022-01-18 00:44:58.587340
2603,2022-01-17,rentcast,jx157,jx1572a1-Signature,4905 Oakside Dr,Jacksonville,FL,32244,1.5,950,2021-09-09,Single Family,1.482,0.49,2022-01-18 00:44:58.587340
2604,2022-01-17,rentcast,jx157,jx1572a1-Signature,5137 Admiral Dr,Jacksonville,FL,32244,1.0,"1,008",2021-07-03,Single Family,0.992,1.64,2022-01-18 00:44:58.587340
2605,2022-01-17,rentcast,jx157,jx1572a1-Signature,7627 Mccowan Dr,Jacksonville,FL,32244,1.0,"1,190",2021-10-21,Single Family,1.052,1.87,2022-01-18 00:44:58.587340
2606,2022-01-17,rentcast,jx157,jx1572a1-Signature,7241 Ortega Hills Dr,Jacksonville,FL,32244,2.0,"1,228",2021-06-18,Single Family,1.082,0.49,2022-01-18 00:44:58.587340
2607,2022-01-17,rentcast,jx157,jx1572a1-Signature,7231 Midway Rd,Jacksonville,FL,32244,2.0,"1,248",2021-12-14,Single Family,1.072,0.53,2022-01-18 00:44:58.587340
2608,2022-01-17,rentcast,jx157,jx1572a1-Signature,7204 Wonder Ln,Jacksonville,FL,32244,2.0,"1,288",2022-01-11,Single Family,1.242,0.43,2022-01-18 00:44:58.587340
2609,2022-01-17,rentcast,jx157,jx1572a1-Signature,4732 Timuquana Rd,Jacksonville,FL,32210,1.0,"1,292",2021-06-30,Single Family,0.972,2.02,2022-01-18 00:44:58.587340
2610,2022-01-17,rentcast,jx157,jx1572a1-Signature,5363 Tessa Ter,Jacksonville,FL,32244,2.0,"1,286",2021-10-29,Single Family,1.302,1.37,2022-01-18 00:44:58.587340
2611,2022-01-17,rentcast,jx157,jx1572a1-Signature,8221 Oak Crossing Dr W,Jacksonville,FL,32244,2.0,"1,185",2022-01-11,Single Family,1.412,1.93,2022-01-18 00:44:58.587340
2612,2022-01-17,rentcast,jx157,jx1572a1-Signature,5005 S Fulham Rd,Jacksonville,FL,32244,2.0,"1,200",2022-01-11,Single Family,1.252,1.89,2022-01-18 00:44:58.587340
2613,2022-01-17,rentcast,jx157,jx1572a1-Signature,8375 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-09-19,Townhouse,1.012,1.76,2022-01-18 00:44:58.587340
2614,2022-01-17,rentcast,jx157,jx1572a1-Signature,8387 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-09-19,Townhouse,1.022,1.77,2022-01-18 00:44:58.587340
2615,2022-01-17,rentcast,jx157,jx1572a1-Signature,5163 Pennant Dr,Jacksonville,FL,32244,2.0,"1,302",2021-10-12,Single Family,1.012,1.5,2022-01-18 00:44:58.587340
2616,2022-01-17,rentcast,jx157,jx1572a1-Signature,"8347 Windypine Lane Orange Park, Unit In",Jacksonville,FL,32244,2.0,"1,020",2021-07-28,Townhouse,1.132,1.78,2022-01-18 00:44:58.587340
2617,2022-01-17,rentcast,jx157,jx1572a1-Signature,8430 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2022-01-11,Townhouse,1.142,1.8,2022-01-18 00:44:58.587340
2618,2022-01-17,rentcast,jx157,jx1572a1-Signature,8538 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-12-27,Townhouse,1.232,1.86,2022-01-18 00:44:58.587340
2619,2022-01-17,rentcast,jx157,jx1572a1-Signature,5147 107th St,Jacksonville,FL,32244,1.0,"1,288",2021-11-09,Multi-Family,0.742,1.99,2022-01-18 00:44:58.587340
2620,2022-01-17,rentcast,jx157,jx1572a1-Standard,5227 Helm Ave,Jacksonville,FL,32244,1.0,"1,050",2021-09-19,Single Family,1.192,1.46,2022-01-18 00:44:58.587340
2621,2022-01-17,rentcast,jx157,jx1572a1-Standard,8358 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-10-10,Single Family,0.982,1.77,2022-01-18 00:44:58.587340
2622,2022-01-17,rentcast,jx157,jx1572a1-Standard,4919 Avent Dr,Jacksonville,FL,32244,1.0,"1,050",2021-11-08,Single Family,1.332,0.38,2022-01-18 00:44:58.587340
2623,2022-01-17,rentcast,jx157,jx1572a1-Standard,4905 Oakside Dr,Jacksonville,FL,32244,1.5,950,2021-09-09,Single Family,1.482,0.49,2022-01-18 00:44:58.587340
2624,2022-01-17,rentcast,jx157,jx1572a1-Standard,5137 Admiral Dr,Jacksonville,FL,32244,1.0,"1,008",2021-07-03,Single Family,0.992,1.64,2022-01-18 00:44:58.587340
2625,2022-01-17,rentcast,jx157,jx1572a1-Standard,7627 Mccowan Dr,Jacksonville,FL,32244,1.0,"1,190",2021-10-21,Single Family,1.052,1.87,2022-01-18 00:44:58.587340
2626,2022-01-17,rentcast,jx157,jx1572a1-Standard,7241 Ortega Hills Dr,Jacksonville,FL,32244,2.0,"1,228",2021-06-18,Single Family,1.082,0.49,2022-01-18 00:44:58.587340
2627,2022-01-17,rentcast,jx157,jx1572a1-Standard,7231 Midway Rd,Jacksonville,FL,32244,2.0,"1,248",2021-12-14,Single Family,1.072,0.53,2022-01-18 00:44:58.587340
2628,2022-01-17,rentcast,jx157,jx1572a1-Standard,7204 Wonder Ln,Jacksonville,FL,32244,2.0,"1,288",2022-01-11,Single Family,1.242,0.43,2022-01-18 00:44:58.587340
2629,2022-01-17,rentcast,jx157,jx1572a1-Standard,4732 Timuquana Rd,Jacksonville,FL,32210,1.0,"1,292",2021-06-30,Single Family,0.972,2.02,2022-01-18 00:44:58.587340
2630,2022-01-17,rentcast,jx157,jx1572a1-Standard,5363 Tessa Ter,Jacksonville,FL,32244,2.0,"1,286",2021-10-29,Single Family,1.302,1.37,2022-01-18 00:44:58.587340
2631,2022-01-17,rentcast,jx157,jx1572a1-Standard,8221 Oak Crossing Dr W,Jacksonville,FL,32244,2.0,"1,185",2022-01-11,Single Family,1.412,1.93,2022-01-18 00:44:58.587340
2632,2022-01-17,rentcast,jx157,jx1572a1-Standard,5005 S Fulham Rd,Jacksonville,FL,32244,2.0,"1,200",2022-01-11,Single Family,1.252,1.89,2022-01-18 00:44:58.587340
2633,2022-01-17,rentcast,jx157,jx1572a1-Standard,8375 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-09-19,Townhouse,1.012,1.76,2022-01-18 00:44:58.587340
2634,2022-01-17,rentcast,jx157,jx1572a1-Standard,8387 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2021-09-19,Townhouse,1.022,1.77,2022-01-18 00:44:58.587340
2635,2022-01-17,rentcast,jx157,jx1572a1-Standard,5163 Pennant Dr,Jacksonville,FL,32244,2.0,"1,302",2021-10-12,Single Family,1.012,1.5,2022-01-18 00:44:58.587340
2636,2022-01-17,rentcast,jx157,jx1572a1-Standard,"8347 Windypine Lane Orange Park, Unit In",Jacksonville,FL,32244,2.0,"1,020",2021-07-28,Townhouse,1.132,1.78,2022-01-18 00:44:58.587340
2637,2022-01-17,rentcast,jx157,jx1572a1-Standard,8430 Pineverde Ln,Jacksonville,FL,32244,2.0,"1,020",2022-01-11,Townhouse,1.142,1.8,2022-01-18 00:44:58.587340
