,id,link,name,rent,bedrooms,bathrooms,size,description,address,features,walk score,transit score,bike score,dogs_allowed,cats_allowed
10,n4qjg4p,https://www.apartments.com/393-w-49th-st-new-york-ny/n4qjg4p/,393 W 49th St,"3,600",1,1,,"About 393 W 49th St New York, NY 10019 Residence 4ii is a bright and sunny one bedroom which faces the quiet and peaceful residents only courtyard and boasts a private balcony off the bedroom. The apartment features a gut renovated kitchen with stainless steel appliances, granite counter tops, and new tile floor. Hardwood floors throughout and lots of closet space. The bathroom has also been gut renovated with new tiling, new floor, beautiful vanity, and high-end fixtures. The building has eight laundry rooms, four roof decks, 24 Hour Concierge, Doorman and Resident Manager. Connected to the Building is TMPL gym with the latest technology, saltwater pool and sauna, exercise studio. Monthly and annual memberships available. The Residences at Worldwide Plaza is a full service condominium ideally located in the heart of the vibrant Manhattan's Theater District, Hell's Kitchen and the Midtown Financial District, close to Central Park, Lincoln Center, the Hudson River Park, Rockefeller Center, St. Patrick's Cathedral, numerous restaurants, museums and points of interest. The garage on the premises is available to residents for a nominal fee. Minutes to the C, E, 1, W, N, R, B, D, F and M subway lines and cross-town buses. 393 W 49th St is a condo located in Manhattan County, the 10019 ZIP Code, and the New York City Geographic District # 2 attendance zone.","393 W 49th St, New York, NY 10019 – Hell's Kitchen","['Air Conditioning', 'Hardwood Floors', 'Tile Floors', 'Package Service', 'Laundry Facilities', 'Controlled Access', 'Elevator']",99,100,94,,
11,2fllnw8,https://www.apartments.com/100-w-57th-st-new-york-ny/2fllnw8/,100 W 57th St,"3,400",3,1,,"About 100 W 57th St New York, NY 10019 NO Fee - WASHER / DRYER IN UNIT - 5 CLOSETSRenovated 3 bedroom - 1 bath - Hardwood floors throughout Rent includes heat, hot water and cooking gasCats and small dogs allowed!GREAT LOCATION! and close to all shopping and public transportation, theaters, many nice restaurants, bars, cafes and much more. Just steps away from Columbus Circle, Central Park and Lincoln Center Contact today to schedule a private view!On-sight superFirst floor unitTenant pays electricityPersonal guarantors welcome Walk- up building Pictures may represent multiple units and similar layoutsApplication and rent payment must be approved by management 100 W 57th St is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone.","100 W 57th St, New York, NY 10019 – Central Park South","['Air Conditioning', 'Hardwood Floors', 'Tile Floors', 'Package Service', 'Laundry Facilities', 'Controlled Access']",99,100,84,,
12,bpex959,https://www.apartments.com/333-w-57th-st-new-york-ny-unit-506/bpex959/,333 W 57th St Unit 506,"4,300",1,1,800 sq ft,"About 333 W 57th St New York, NY 10019 A COLUMBUS CIRCLE MUST SEE! A beautiful, sunny, renovated 1BR apartment in The Westmore. Open kitchen features farmhouse sink, dishwasher, and built in wine refrigerator. Large, bright living room space has enough space for separate dining and living spaces, with beautiful exposed brick. Off of the living room is a beautiful HOME OFFICE behind glass pocket doors, with lots of built in storage space and a Murphy bed, doubling as a perfect space for hosting visitors. Bedroom fits a California King, newly renovated bathroom, ample closet space, and IN UNIT WASHER AND DRYER make this midtown 1BR an absolute must-see!Building features doorman, fitness center, roof deck, and additional laundry rooms.PLEASE NOTE: Due to COVID-19 resurgence, in person tours will be by appointment only after 01/16, when owners vacate. 333 W 57th St is a condo located in Manhattan County, the 10019 ZIP Code, and the New York City Geographic District # 2 attendance zone.","333 W 57th St, New York, NY 10019 – Lincoln Square","['In Unit Washer & Dryer', 'Air Conditioning', 'Kitchen', 'Den', 'Laundry Facilities', 'Doorman', 'Courtyard', 'Garden']",100,100,86,yes,yes
13,mb1nqll,https://www.apartments.com/350-w-50th-st-new-york-ny/mb1nqll/,350 W 50th St,"5,650",2,2,,"About 350 W 50th St New York, NY 10019 Residence 20B is a mint, FURNISHED gut renovated corner home with sunny South-East exposures and amazing views of the Manhattan skyline all the way to the World Trade Center and the Hudson River. It offers walls of windows, lots of customized closet space, washer and dryer, split 2 bedrooms, 2 bathrooms, elegant hardwood Ash Nuvolo Rustica XL floors, and upgraded bathrooms and pass through kitchen with stainless steel appliances. The building amenities include 24 hour concierge, doorman, eight laundry rooms, ""Residents only"" courtyard and four sun decks. The Residences at Worldwide Plaza is a full service condominium ideally located in the heart of the vibrant Manhattans Theater District and the Midtown Financial District. Close to Central Park, Lincoln Center, the Hudson River Park, Rockefeller Center, Radio City Music Hall and numerous restaurants, museums and points of interest. The garage on the premises is available to residents for a nominal fee. Close to the C, E, 1, Q, N and R subway lines and cross-town buses. There is a TMPL gym conveniently located in the building. Monthly and annual memberships available. 350 W 50th St is a condo located in Manhattan County, the 10019 ZIP Code, and the New York City Geographic District # 2 attendance zone.","350 W 50th St, New York, NY 10019 – Hell's Kitchen","['Air Conditioning', 'Hardwood Floors', 'Tile Floors', 'Furnished', 'Package Service', 'Laundry Facilities', 'Controlled Access']",98,100,94,,
14,51dywjm,https://www.apartments.com/401-w-56th-st-new-york-ny/51dywjm/,401 W 56th St,"2,639",Studio,1,,"About 401 W 56th St New York, NY 10019 401 West 56th St, Apartment, #2F is a furnished, spacious and light alcove studio apartment just blocks away from Central Park and Columbus Circle. Enter this well-maintained, elevator building through its elegant marble lobby. This beautiful apartment boasts high ceilings and hardwood floors. The separate, kitchen features Caesarstone countertops, stainless steel appliances including a dishwasher, custom cabinetry and generous counter space.Beautiful Southern light streams in through oversized windows providing natural light throughout the day - great for taking photos and your virtual meetings. The apartment features a sleeping alcove with a Queen bed, living room, dining area and space for work from home.401 West 56th Street is a well-maintained elevator building with 24-hour doorman, live-in super, laundry and on-site parking garage. Living on the borders of Columbus Circle, Hell's Kitchen and the Theater District you have access to New York City's trendiest restaurants, artisan coffee shops, fitness studios and performing arts right outside your front door.Weekends can be spent discovering Central Park, The GREEN at Lincoln Center, kayaking on the Hudson River or enjoying the performing arts Lincoln Square. Buy groceries at the near by Whole Foods, Balducci's or cook farm-to-table from the year round outdoor 57th Street Green Market. You will be blocks away from the Time Warner Center, Turnstyle Underground Market and the new Nordstroms.Minutes from the A, B, C, D, 1, N, Q, R and W trains.Photos are of actual unit. Multiple guarantors and out-of-state guarantors considered at 401 West 56th Street. 401 W 56th St is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone.","401 W 56th St, New York, NY 10019 – Lincoln Square","['Air Conditioning', 'Hardwood Floors', 'Tile Floors', 'Package Service', 'Laundry Facilities', 'Controlled Access']",100,100,88,,
15,8slvl83,https://www.apartments.com/448-w-55th-st-new-york-ny/8slvl83/,448 W 55th St,"2,400",1,1,,"About 448 W 55th St New York, NY 10019 Video link https://youtu.be/oRKyOquaR4Rent Stabilized - NO FEE 2 Year lease optionThis renovated one bedroom has great light and features beautiful hardwood floors and a modern kitchen with full sized stainless steel appliances, including a dishwasher. The large living room that can easily accommodate plenty of furniture without feeling too cramped.Bedroom can comfortably fit a queen size bed.Perfect location in the heart of Hell's kitchen. Minutes away from Central Park, Time Warner Center, Nordstrom. TJ Max and other great shopping.New York's best bars and restaurants at your doorstep and close to A,C,B,D,E,F.,N,R,W,Q,1,2,3 lines.Walk-up building - Apt located on 3rd floor - 2 flights upNo laundryPet friendly buildingGuarantors acceptedHeat and hot water includedPictures may represent various apartments with same reno and layout 448 W 55th St is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone.","448 W 55th St, New York, NY 10019 – Hell's Kitchen","['Air Conditioning', 'Hardwood Floors', 'Tile Floors', 'Package Service', 'Laundry Facilities', 'Controlled Access']",100,100,89,yes,
16,56edw3q,https://www.apartments.com/363-w-51st-st-new-york-ny/56edw3q/,363 W 51st St,"4,175",2,2,,"About 363 W 51st St New York, NY 10019 JUST hit the market!Beautiful duplex in Hell's Kitchen close to tons of restaurants, one block from C/E/1 and 5 minute walk to 7/B/D/F/M/A and Central Park/Columbus Circle.9th Ave is lined with restaurants, bars, and entertainment and convenience to subways is unbeatable.Beautiful, spacious, and large, 2 bedroom duplex with 1.5 bathroom. The lower level of the unit has an open space that can be used as a rec room or second bedroom.Very unique layout. PRIVATE outdoor access from kitchen and Rec room!!Perfect space for a couple or friendsSome pictures are of a similar unit. 363 W 51st St is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone.","363 W 51st St, New York, NY 10019 – Hell's Kitchen","['Air Conditioning', 'Hardwood Floors', 'Tile Floors', 'Package Service', 'Laundry Facilities', 'Controlled Access']",99,100,93,yes,
17,j23bkn5,https://www.apartments.com/159-w-53rd-st-new-york-ny/j23bkn5/,159 W 53rd St,"4,200",1,2,,"About 159 W 53rd St New York, NY 10019 Enjoy Full-service luxury living at Tower 53. This large and excellent layout one bedroom and 1.5 bathrooms apartment with huge balcony in the heart of Midtown Manhattan is available for rent immediately. It has South, North and East exposures, windowed kitchen, separate dining area and a lot of closet and storage spaces through out the apartment. Rent includes all the utilities including electric.Tower 53 is Full-Service condo with a full-time doorman and concierge. Amenities include the rooftop terrace with gorgeous Central Park view, laundry room, cold storage and package room. The building is centrally located on 53rd Street and 7th Avenue with a subway station on the corner and close to Central Park, Carnegie Hall, Times Square and Columbus Circle.Pets are welcome for this apartment but please be advised that dogs over 35lbs are not permitted in the building. This is Condo and needs the lease application for board approval but it is simple application. 159 W 53rd St is a condo located in Manhattan County, the 10019 ZIP Code, and the New York City Geographic District # 2 attendance zone.","159 W 53rd St, New York, NY 10019 – Central Park South","['Air Conditioning', 'Hardwood Floors', 'Tile Floors', 'Package Service', 'Laundry Facilities', 'Controlled Access', 'Elevator']",99,100,0,,
18,1hl9bn5,https://www.apartments.com/560-w-43rd-st-new-york-ny/1hl9bn5/,560 W 43rd St Unit FL41-ID126,"10,000",2,2,978 sq ft,"About 560 W 43rd St New York, NY 10036 Rates may vary upon exact move in and move out dates. We also offer custom pricing for any duration. Book now the lowest rate for a 12+ months lease at $10,000 / mo. Indicative prices/duration: 6 months lease: from $11,480 / mo 3 months lease: from $10,930 / mo 2 months lease: from $11,020 / mo 1 month lease: from $10,650 / mo * Prices quoted are: (1) based on moving in the first day the unit becomes available; (2) applicable only if billed upfront for the entire duration of the contract, but can be up to 9% higher if billed monthly; and (3) exclusive of any taxes or utilities. For an exact quote, visit theblueground.com or reach out! Show up and start living from day one in Midtown with this comfortable two-bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Midtown West home with stunning high floor views over the city. (ID #NYC126) Designed With You In Mind Gorgeous furniture, fully-equipped kitchen, smart TV, and a premium wireless speaker are just a few of the amenities you’ll find inside this two-bedroom apartment. Ideally located in Midtown, you’ll find a lot to love outside as well. When you’re ready to relax, you’ll be happy to discover every Blueground bedroom comes with superior quality mattresses, luxury linens, and cozy towels. We handle everything so you can simply show up and start living. This apartment also offers in-apartment laundry. Sleeping Arrangements Queen Bed, 63in/160cm Double Bed, 55in/140cm Amenities Building amenities unique to this two-bedroom apartment include an on-site: Doorman Pet Friendly Gym Sauna/Steam Room Roof Deck Bike Storage Elevator Arrival and ongoing support The entire apartment is yours to enjoy! You’ll either be personally greeted by a Blueground team member or given self check-in instructions. Throughout your stay, you’ll have access to our Client Experience team around the clock through the Blueground App. You can schedule additional cleanings, submit maintenance requests, and view our neighborhood recommendations with just a few taps. We’ll share all details upon confirmation of your stay. Ideally Located This furnished apartment is located in Midtown West, also known as Hell’s Kitchen. It is one of the city’s most iconic neighborhoods. Home to the bright lights of Times Square and Broadway, the area is constantly buzzing with activity. Along Restaurant Row diners can find a wide variety of flavors to please the extremely diverse crowds. There are countless options to satisfy any craving at any time of day. Midtown West offers serene strolls along the Hudson River, perfect for spending time outdoors on a sunny day. The pier mainly consists of sightseeing boats, which offer a unique way to experience the city. Close by are the relaxing corners of Bryant Park and the New York Public Library. The Midtown West area is easily accessible by public transport. Historic Grand Central Station is only a 20 minute walk away. A Few Things To Note Building amenities may have an extra cost. This Blueground apartment can be booked for a minimum of one month, to a year or more. Pets are welcome, though weight limits and breed restrictions apply and may incur fees. Brokers CYOF As guidelines evolve around COVID-19, certain community amenities may have temporarily restricted access and our prices are updated to reflect this. We take great pride in ensuring every photo displayed is shot in our own apartments with our actual furnishings. That said, we regularly refresh our decor and furniture arrangement, which may differ from what’s pictured. 560 W 43rd St is an apartment located in Manhattan County, the 10036 ZIP Code, and the attendance zone.","560 W 43rd St, New York, NY 10036 – Hell's Kitchen","['Wi-Fi', 'In Unit Washer & Dryer', 'Air Conditioning', 'Heating', 'Dishwasher', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Furnished', 'Doorman', 'Elevator', 'Lounge', 'Corporate Suites', 'Fitness Center', 'Sauna', 'Bike Storage', 'Gameroom', 'Roof Terrace', 'Grill']",97,100,93,yes,yes
19,e77xebq,https://www.apartments.com/550-w-54th-st-new-york-ny/e77xebq/,550 W 54th St Unit FL29-ID468,"7,250",1,1,700 sq ft,"About 550 W 54th St New York, NY 10019 Rates may vary upon exact move in and move out dates. We also offer custom pricing for any duration. Book now the lowest rate for a 12+ months lease at $7,250 / mo. Indicative prices/duration: 6 months lease: from $8,770 / mo 3 months lease: from $9,260 / mo 2 months lease: from $9,400 / mo 1 month lease: from $9,690 / mo * Prices quoted are: (1) based on moving in the first day the unit becomes available; (2) applicable only if billed upfront for the entire duration of the contract, but can be up to 9% higher if billed monthly; and (3) exclusive of any taxes or utilities. For an exact quote, visit theblueground.com or reach out! Discover the best of Midtown, with this one-bedroom Midtown West apartment with high floor views over the city. It’ll be easy to simply show up and start living in this modernly Blueground furnished apartment with its fully-equipped kitchen, beautiful living room, and our dedicated, on-the-ground support. (ID #NYC468) Designed With You In Mind As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this one-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the Midtown vibes or bring the entertainment to you with the premium wireless speaker or smart TV. This apartment also offers in-apartment laundry. Sleeping Arrangements Queen Bed, 63in/160cm Amenities Building amenities unique to this one-bedroom apartment include an on-site: Doorman Pet Friendly Swimming Pool Gym Courtyard Basketball Court Elevator Arrival and ongoing support The entire apartment is yours to enjoy! You’ll either be personally greeted by a Blueground team member or given self check-in instructions. Throughout your stay, you’ll have access to our Client Experience team around the clock through the Blueground App. You can schedule additional cleanings, submit maintenance requests, and view our neighborhood recommendations with just a few taps. We’ll share all details upon confirmation of your stay. Ideally Located This furnished apartment is located in Midtown West, also known as Hell’s Kitchen. It is one of the city’s most iconic neighborhoods. Home to the bright lights of Times Square and Broadway, the area is constantly buzzing with activity. Along Restaurant Row diners can find a wide variety of flavors to please the extremely diverse crowds. There are countless options to satisfy any craving at any time of day. Midtown West offers serene strolls along the Hudson River, perfect for spending time outdoors on a sunny day. The pier mainly consists of sightseeing boats, which offer a unique way to experience the city. Close by are the relaxing corners of Bryant Park and the New York Public Library. The Midtown West area is easily accessible by public transport. Historic Grand Central Station is only a 20 minute walk away. A Few Things To Note Building amenities may have an extra cost. This Blueground apartment can be booked for a minimum of one month, to a year or more. Pets are welcome, though weight limits and breed restrictions apply and may incur fees. Brokers CYOF As guidelines evolve around COVID-19, certain community amenities may have temporarily restricted access and our prices are updated to reflect this. We take great pride in ensuring every photo displayed is shot in our own apartments with our actual furnishings. That said, we regularly refresh our decor and furniture arrangement, which may differ from what’s pictured. 550 W 54th St is an apartment located in Manhattan County, the 10019 ZIP Code, and the attendance zone.","550 W 54th St, New York, NY 10019 – Hell's Kitchen","['Wi-Fi', 'In Unit Washer & Dryer', 'Air Conditioning', 'Heating', 'Dishwasher', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Furnished', 'Doorman', 'Elevator', 'Corporate Suites', 'Fitness Center', 'Basketball Court', 'Courtyard', 'Grill']",99,100,84,yes,yes
