,id,link,name,rent,bedrooms,bathrooms,size,description,address,features,walk score,transit score,bike score,dogs_allowed,cats_allowed
10,8zgw3c0,https://www.apartments.com/212-e-47th-st-new-york-ny-unit-9j/8zgw3c0/,212 E 47th St Unit 9J,"3,500",1,1,,"About 212 E 47th St New York, NY 10017 Welcome to your new rental in New York City, NY. This property is situated at 212 E 47th St in New York City. Stop looking and start living in your new home. To learn more about this property, contact us to schedule a tour. 212 E 47th St is a condo located in Manhattan County, the 10017 ZIP Code, and the New York City Geographic District # 2 attendance zone.","212 E 47th St, New York, NY 10017 – Midtown East",['Views'],100,100,80,yes,yes
11,51ncerm,https://www.apartments.com/415-e-54th-st-new-york-ny-unit-3e/51ncerm/,415 E 54th St Unit 3E,"4,500",1,1.5,991 sq ft,"About 415 E 54th St New York, NY 10022 Welcome to an oversized 1 bedroom 1.5 bathroom in the luxury, white glove doorman condominium located in the prestigious Sutton Place neighborhood. Residence 3E features two private exposures with oversized windows facing north-west, making your home bright and pleasant. Enjoy a king-sized bedroom overlooking the garden, two closets and one is a sizable walk-in, and a large en-suite marble bathroom with soaking tub, double vanity and bidet. The chef's windowed kitchen has plenty of cabinetry, countertops, and is equipped with a gas cook top, wall oven, dishwasher and double door refrigerator. The grand inviting living room offers enough space for any size living room sets, dining table and an office. Enjoy all this space in a quiet and peaceful home with 9.5 ft ceilings, hardwood floors and excellent closet and storage space. Amenities include a 24-hour Doorman and concierge, resident manger, gym, bike room, laundry room and a gorgeous roof deck overlooking the East River. Available immediately until the end of June. Reduced broker's fee. Please call to discuss. 415 E 54th St is a condo located in Manhattan County, the 10022 ZIP Code, and the New York City Geographic District # 2 attendance zone.","415 E 54th St, New York, NY 10022 – Sutton Place","['Air Conditioning', 'Views', 'Laundry Facilities', 'Doorman', 'Concierge', 'Storage Space', 'Fitness Center', 'Bike Storage', 'Courtyard', 'Garden']",99,100,75,yes,yes
12,qy2dsfw,https://www.apartments.com/340-east-58th-street-new-york-ny/qy2dsfw/,340 East 58th Street,"1,995",Studio,1,,"About 340 East 58th Street Our mission at Real New York is to turn the typical moving experience on its head. Our team is filled with real people that have real expertise, combining diverse backgrounds with knowledge of a market that includes over 1,000 exclusive Real listings and access to 100% of New York's available apartments. From Full Service to Walk UpsThis Apartment offer, Location, Living Space, and Value! Smart floor plan offers True Living Space. Gleaming Hardwood Floors Throughout. Modern Kitchen with Custom Cabinets and Ample Counter Space. Bedroom(s) offer Space for a Queen-Sized Bed with Ample Closet Spaces. Renovated bathroom with shower/ tub. Live in/ Assigned Super. Pets Case by Case. Photos may be representative of like or kind apartment.Call to ask us about current renter incentives or to book a tour! 340 East 58th Street is an apartment located in Manhattan County, the 10022 ZIP Code, and the attendance zone.","340 E 58th St, New York, NY 10022 – Midtown East",['Hardwood Floors'],100,100,80,,
13,4ysz6jl,https://www.apartments.com/gorgeous-lofted-one-bedroom-new-york-ny/4ysz6jl/,Gorgeous Lofted One Bedroom,"3,900",1,1,,"About Gorgeous Lofted One Bedroom PLEASE ASK ME FOR A VIDEO TOUR! Gorgeous lofted one bedroom available in full time doorman. Fully furnished one bedroom with high ceilings and hardwood floors. Renovated kitchen with granite counter tops and stainless steel appliances including dishwasher. Lofted bedroom with additional good storage space and additional room below bedroom has a couch and can be used for more storage space. Office nook in living room and large balcony with table and chairs perfect for working from home or relaxing. Facing North getting nice light. Full time doorman building with roof deck, garage and laundry on the floor. Sorry, no pets. Gorgeous Lofted One Bedroom is a townhouse located in Manhattan County, the 10017 ZIP Code, and the New York City Geographic District # 2 attendance zone.","310 E 46th St, New York, NY 10017 – Midtown East","['Furnished', 'Laundry Facilities', 'Doorman', 'Storage Space', 'Bike Storage']",100,100,77,yes,yes
14,st9qmz4,https://www.apartments.com/spacious-alcove-studio-with-views-new-york-ny-unit-14a/st9qmz4/,Spacious Alcove Studio with Views!,"2,800",Studio,1,521 sq ft,"About Spacious Alcove Studio with Views! Open southern city views from this oversized alcove studio! A separate kitchen - California style island kitchen. Great closets and storage space. Hard wood floors, marble bathroom. A must see! The Club at Turtle Bay Condominium is a beautiful hi-rise building, with a landscaped roof-top, a glass enclosed roof lounge. Mezzanine level laundry. This is a full service 24 hour doorman building, Live in superintendent. Gym and parking available for a fee. Sorry no dogs. Spacious Alcove Studio with Views! is a condo located in Manhattan County, the 10017 ZIP Code, and the New York City Geographic District # 2 attendance zone.","236 E 47th St, New York, NY 10017 – Midtown East",['Air Conditioning'],100,100,80,,
15,h1e12s2,https://www.apartments.com/306-e-49th-st-new-york-ny/h1e12s2/,306 E 49th St,"2,650",1,1,,"About 306 E 49th St New York, NY 10017 Gorgeous 1BR apartment in Midtown East 306 E 49th St is an apartment located in Manhattan County, the 10017 ZIP Code, and the attendance zone.","306 E 49th St, New York, NY 10017 – Midtown East","['Air Conditioning', 'Hardwood Floors', 'Tile Floors', 'Package Service', 'Laundry Facilities', 'Controlled Access', 'Elevator']",100,100,80,,
16,91yxrl7,https://www.apartments.com/117-e-57th-st-new-york-ny/91yxrl7/,117 E 57th St,"2,550",Studio,1,,"About 117 E 57th St New York, NY 10022 Luxury midtown living awaits at the Gallery Condominium- this high floor studio is available for a Feb lease start date. This spacious and well-laid out studio features city views, marble bath, separate dressing area, a full sized kitchen with dishwasher and generous closet space. The building features 24-hour concierge, rooftop lounge with sundeck, laundry, valet and housekeeping services. Close proximity to Central Park, N/R/Q/4/5/6/F/E/&/M Trains, Whole Foods, shopping, dining and do much more. Sorry, no pets allowed. Please email for a showing. 117 E 57th St is a condo located in Manhattan County, the 10022 ZIP Code, and the New York City Geographic District # 2 attendance zone.","117 E 57th St, New York, NY 10022 – Midtown Center","['Air Conditioning', 'Hardwood Floors', 'Tile Floors', 'Package Service', 'Laundry Facilities', 'Controlled Access', 'Elevator']",99,100,81,,
17,jhqrtw5,https://www.apartments.com/135-e-57th-st-new-york-ny/jhqrtw5/,135 E 57th St,Call for Rent,Studio,2,,"135 E 57th St is a condo located in Manhattan County, the 10022 ZIP Code, and the New York City Geographic District # 2 attendance zone.","135 E 57th St, New York, NY 10022 – Midtown East","['Air Conditioning', 'Hardwood Floors', 'Tile Floors', 'Package Service', 'Laundry Facilities', 'Controlled Access']",99,100,81,,
18,qzd46sz,https://www.apartments.com/57th-5th-huge-no-fee-junior-4-new-york-ny/qzd46sz/,57th/5th HUGE NO FEE JUNIOR 4,"4,200",1,1.5,"1,000 sq ft","About 57th/5th HUGE NO FEE JUNIOR 4 Beautiful, huge (over 1000 sf) Junior 4 with 1.5 baths. Sought after Billionaire's Row location is close to to Central Park, Carnegie Hall, MOMA, Lincoln Center, multiple mass transit options, and world class dining & shopping. Oak parquet floors, new stainless steel kitchen, crown & baseboard moldings, king sized bedroom, marble baths. TRULY SPECIAL AND NO FEE!! 57th/5th HUGE NO FEE JUNIOR 4 is a townhouse located in Manhattan County, the 10019 ZIP Code, and the New York City Geographic District # 2 attendance zone.","60 W 57th St, New York, NY 10019 – Midtown Center","['Air Conditioning', 'Views', 'Laundry Facilities', 'Doorman', 'Concierge', 'Storage Space', 'Bike Storage']",99,100,84,,
19,ywceh3r,https://www.apartments.com/301-east-53rd-street-new-york-ny/ywceh3r/,301 East 53rd Street,"3,495",2,1,,"About 301 East 53rd Street Welcome to 301 East 53rd Street- Situated at the Heart of Turtle BayBroker Fee Applies. Huge Corner 2 Bedroom with New Appliances on 2nd FloorPlease Watch the Video of Identical UnitThe Apartment:- True 2 Bedroom with Rooms on Opposite Ends- Fully Renovated with Stainless Steel Kitchen- NO Dishwasher- Separate Kitchen- Living Room and Entry Foyer- Overhead LightingThe Building:- Meticulously Kept 28-Unit Building- Corner Building with Interior Courtyard Space- Laundry Room- Superintendent on sitePlease Email for All Showings! 301 East 53rd Street is an apartment located in Manhattan County, the 10022 ZIP Code, and the attendance zone. Unique Features OutdoorArea","301 E 53rd St, New York, NY 10022 – Midtown East","['OutdoorArea', 'Hardwood Floors', 'Laundry Facilities']",100,100,79,yes,
20,etmy8mm,https://www.apartments.com/sunny-south-exposure-new-york-ny-unit-9a/etmy8mm/,Sunny South Exposure,"3,295",1,1,,"About Sunny South Exposure This great apartment has just been totally renovated. Beautiful custom designed kitchen with stainless steel appliances. Luxury spa like bathroom. Oak strip wood floors throughout the apartment. Great closets. Bedroom fits a king size bed. This is a terrific building right in the heart of Turtle Bay with a live in superintendent, 24 hour doorman and great staff. There is a roof deck a great gym, a laundry on the second floor, an onsite garage and storage available for rent. Great location close to all transportation, just a few blocks to Grand Central Station, and has easy access to the FDR. Call today to see this great apartment. Sorry no pets allowed for tenants. Sunny South Exposure is a condo located in Manhattan County, the 10017 ZIP Code, and the attendance zone.","333 E 45th St, New York, NY 10017 – Midtown East","['Air Conditioning', 'Views', 'Laundry Facilities', 'Doorman', 'Storage Space', 'Fitness Center', 'Bike Storage', 'Garden']",100,100,77,yes,yes
