,for_date,abbreviation,unit_type,address,city,state,zip_code,bedrooms,bathrooms,listing_date,sqft,price_sqft,distance
4808,17/01/2022,sa1961a2-Classic,"175 Rosebud Ln
San Antonio, TX 78221",175 Rosebud Ln,San,Antonio,TX,1.0,722,2021-06-16,Apartment,1.042,0.69
4809,17/01/2022,sa1961a2-Classic,"2456 Roosevelt Ave, Unit 712
San Antonio, TX 78210","2456 Roosevelt Ave, Unit 712",San,Antonio,TX,1.0,620,2021-09-15,Apartment,1.482,1.59
4810,17/01/2022,sa1961a2-Classic,"1507 Mission Rd, Unit 221
San Antonio, TX 78210","1507 Mission Rd, Unit 221",San,Antonio,TX,1.0,664,2021-09-15,Apartment,1.792,1.67
4811,17/01/2022,sa1961a2-Classic,"1507 Mission Rd, Unit 220
San Antonio, TX 78210","1507 Mission Rd, Unit 220",San,Antonio,TX,1.0,530,2021-09-15,Apartment,1.882,1.67
4812,17/01/2022,sa1961a2-Classic,"7422 Clint Ln
San Antonio, TX 78221",7422 Clint Ln,San,Antonio,TX,1.0,,2021-12-21,Apartment,,0.55
4813,17/01/2022,sa1961a2-Classic,"347 Ware Blvd
San Antonio, TX 78221",347 Ware Blvd,San,Antonio,TX,1.0,,2022-01-12,Apartment,,0.69
4814,17/01/2022,sa1961a2-Classic,"118 Compton Ave
San Antonio, TX 78214",118 Compton Ave,San,Antonio,TX,1.0,,2022-01-12,Apartment,,0.75
4815,17/01/2022,sa1961a2-Classic,"5408 S Flores St
San Antonio, TX 78214",5408 S Flores St,San,Antonio,TX,1.0,,2021-11-02,Apartment,,0.85
4816,17/01/2022,sa1961a2-Classic,"3135 Roosevelt Ave
San Antonio, TX 78214",3135 Roosevelt Ave,San,Antonio,TX,1.0,0,2022-01-12,Apartment,,0.96
4817,17/01/2022,sa1961a2-Classic,"807 Flame Cir
San Antonio, TX 78221",807 Flame Cir,San,Antonio,TX,1.0,,2022-01-12,Apartment,,1.01
4818,17/01/2022,sa1961a2-Classic,"522 Aaron Pl
San Antonio, TX 78221",522 Aaron Pl,San,Antonio,TX,1.0,,2021-09-30,Apartment,,1.13
4819,17/01/2022,sa1961a2-Classic,"806 Mccauley Blvd
San Antonio, TX 78221",806 Mccauley Blvd,San,Antonio,TX,1.0,,2022-01-12,Apartment,,1.18
4820,17/01/2022,sa1961a3-Classic,"7414 Clint Ln, Apt 204
San Antonio, TX 78221","7414 Clint Ln, Apt 204",San,Antonio,TX,1.0,600,2022-01-12,Apartment,1.252,0.59
4821,17/01/2022,sa1961a3-Classic,"430 Kendalia Ave, Apt 12
San Antonio, TX 78214","430 Kendalia Ave, Apt 12",San,Antonio,TX,1.0,685,2021-11-21,Apartment,1.062,0.37
4822,17/01/2022,sa1961a3-Classic,"430 Kendalia Ave, Apt 7
San Antonio, TX 78214","430 Kendalia Ave, Apt 7",San,Antonio,TX,1.0,685,2021-10-21,Apartment,1.062,0.37
4823,17/01/2022,sa1961a3-Classic,"430 Kendalia Ave, Apt 11
San Antonio, TX 78214","430 Kendalia Ave, Apt 11",San,Antonio,TX,1.0,685,2021-09-13,Apartment,1.062,0.37
4824,17/01/2022,sa1961a3-Classic,"430 Kendalia Ave, Apt 9
San Antonio, TX 78214","430 Kendalia Ave, Apt 9",San,Antonio,TX,1.0,685,2021-07-04,Apartment,1.022,0.37
4825,17/01/2022,sa1961a3-Classic,"430 Kendalia Ave, Apt 10
San Antonio, TX 78214","430 Kendalia Ave, Apt 10",San,Antonio,TX,1.0,685,2021-06-30,Apartment,1.022,0.37
4826,17/01/2022,sa1961a3-Classic,"7414 Clint Ln, Apt 206
San Antonio, TX 78221","7414 Clint Ln, Apt 206",San,Antonio,TX,1.0,685,2021-12-20,Apartment,1.092,0.59
4827,17/01/2022,sa1961a3-Classic,"2456 Roosevelt Ave, Unit 712
San Antonio, TX 78210","2456 Roosevelt Ave, Unit 712",San,Antonio,TX,1.0,620,2021-09-15,Apartment,1.482,1.59
4828,17/01/2022,sa1961a3-Classic,"175 Rosebud Ln
San Antonio, TX 78221",175 Rosebud Ln,San,Antonio,TX,1.0,722,2021-06-16,Apartment,1.042,0.69
4829,17/01/2022,sa1961a3-Classic,"1507 Mission Rd, Unit 221
San Antonio, TX 78210","1507 Mission Rd, Unit 221",San,Antonio,TX,1.0,664,2021-09-15,Apartment,1.792,1.67
4830,17/01/2022,sa1961a3-Classic,"3409 Commercial Ave, Apt 8
San Antonio, TX 78221","3409 Commercial Ave, Apt 8",San,Antonio,TX,1.0,550,2021-06-16,Apartment,1.092,1.63
4831,17/01/2022,sa1961a3-Classic,"7422 Clint Ln
San Antonio, TX 78221",7422 Clint Ln,San,Antonio,TX,1.0,,2021-12-21,Apartment,,0.55
4832,17/01/2022,sa1961a3-Classic,"347 Ware Blvd
San Antonio, TX 78221",347 Ware Blvd,San,Antonio,TX,1.0,,2022-01-12,Apartment,,0.69
4833,17/01/2022,sa1961a3-Classic,"1507 Mission Rd, Unit 220
San Antonio, TX 78210","1507 Mission Rd, Unit 220",San,Antonio,TX,1.0,530,2021-09-15,Apartment,1.882,1.67
4834,17/01/2022,sa1961a3-Classic,"118 Compton Ave
San Antonio, TX 78214",118 Compton Ave,San,Antonio,TX,1.0,,2022-01-12,Apartment,,0.75
4835,17/01/2022,sa1961a3-Classic,"5408 S Flores St
San Antonio, TX 78214",5408 S Flores St,San,Antonio,TX,1.0,,2021-11-02,Apartment,,0.85
4836,17/01/2022,sa1961a3-Classic,"3135 Roosevelt Ave
San Antonio, TX 78214",3135 Roosevelt Ave,San,Antonio,TX,1.0,0,2022-01-12,Apartment,,0.96
4837,17/01/2022,sa1961a3-Classic,"807 Flame Cir
San Antonio, TX 78221",807 Flame Cir,San,Antonio,TX,1.0,,2022-01-12,Apartment,,1.01
4838,17/01/2022,sa1961a3-Classic,"522 Aaron Pl
San Antonio, TX 78221",522 Aaron Pl,San,Antonio,TX,1.0,,2021-09-30,Apartment,,1.13
4839,17/01/2022,sa1961a3-Classic,"806 Mccauley Blvd
San Antonio, TX 78221",806 Mccauley Blvd,San,Antonio,TX,1.0,,2022-01-12,Apartment,,1.18
4840,17/01/2022,sa1962a1-Classic,"253 Kendalia Appt 304 Ave, Unit 1630
San Antonio, TX 78214","253 Kendalia Appt 304 Ave, Unit 1630",San,Antonio,TX,1.0,776,2021-09-15,Apartment,1.222,0.11
4841,17/01/2022,sa1962a1-Classic,"430 Kendalia Ave, Apt 5
San Antonio, TX 78214","430 Kendalia Ave, Apt 5",San,Antonio,TX,1.0,750,2021-12-12,Apartment,1.192,0.37
4842,17/01/2022,sa1962a1-Classic,"1400 Clamp Ave
San Antonio, TX 78221",1400 Clamp Ave,San,Antonio,TX,1.0,750,2022-01-12,Apartment,1.072,1.11
4843,17/01/2022,sa1962a1-Classic,"418 Verne St, Apt 4
San Antonio, TX 78221","418 Verne St, Apt 4",San,Antonio,TX,1.0,896,2022-01-12,Apartment,1.002,0.82
4844,17/01/2022,sa1962a1-Classic,"418 Verne St, Apt 3
San Antonio, TX 78221","418 Verne St, Apt 3",San,Antonio,TX,1.0,896,2021-11-16,Apartment,1.002,0.82
4845,17/01/2022,sa1962a1-Classic,"418 Verne St, Apt 2
San Antonio, TX 78221","418 Verne St, Apt 2",San,Antonio,TX,1.0,896,2021-10-19,Apartment,1.002,0.82
4846,17/01/2022,sa1962a1-Classic,"830 W Hutchins Pl, Apt 9
San Antonio, TX 78221","830 W Hutchins Pl, Apt 9",San,Antonio,TX,1.0,800,2021-10-21,Apartment,1.092,1.58
4847,17/01/2022,sa1962a1-Classic,"830 W Hutchins Pl, Apt 7
San Antonio, TX 78221","830 W Hutchins Pl, Apt 7",San,Antonio,TX,1.0,800,2021-10-04,Apartment,1.092,1.58
4848,17/01/2022,sa1962a1-Classic,"930 Drury Ln, Apt 4
San Antonio, TX 78221","930 Drury Ln, Apt 4",San,Antonio,TX,1.0,800,2021-06-29,Apartment,1.122,1.57
4849,17/01/2022,sa1962a1-Classic,"933 Vfw Blvd, Unit 1226
San Antonio, TX 78223","933 Vfw Blvd, Unit 1226",San,Antonio,TX,1.0,921,2021-09-15,Apartment,1.012,1.58
4850,17/01/2022,sa1962a1-Classic,"1016 Sunglo Dr, Apt 3
San Antonio, TX 78221","1016 Sunglo Dr, Apt 3",San,Antonio,TX,1.0,600,2021-09-30,Apartment,1.212,1.49
4851,17/01/2022,sa1962a1-Classic,"430 Kendalia Ave
San Antonio, TX 78214",430 Kendalia Ave,San,Antonio,TX,1.0,,2021-12-08,Apartment,,0.37
4852,17/01/2022,sa1962a1-Classic,"418 Verne St
San Antonio, TX 78221",418 Verne St,San,Antonio,TX,1.0,,2022-01-12,Apartment,,0.82
4853,17/01/2022,sa1962a1-Classic,"175 Rosebud Ln
San Antonio, TX 78221",175 Rosebud Ln,San,Antonio,TX,1.0,722,2021-06-16,Apartment,1.042,0.69
4854,17/01/2022,sa1962a1-Classic,"430 Kendalia Ave, Apt 12
San Antonio, TX 78214","430 Kendalia Ave, Apt 12",San,Antonio,TX,1.0,685,2021-11-21,Apartment,1.062,0.37
4855,17/01/2022,sa1962a1-Classic,"430 Kendalia Ave, Apt 7
San Antonio, TX 78214","430 Kendalia Ave, Apt 7",San,Antonio,TX,1.0,685,2021-10-21,Apartment,1.062,0.37
4856,17/01/2022,sa1962a1-Classic,"430 Kendalia Ave, Apt 11
San Antonio, TX 78214","430 Kendalia Ave, Apt 11",San,Antonio,TX,1.0,685,2021-09-13,Apartment,1.062,0.37
4857,17/01/2022,sa1962a1-Classic,"430 Kendalia Ave, Apt 9
San Antonio, TX 78214","430 Kendalia Ave, Apt 9",San,Antonio,TX,1.0,685,2021-07-04,Apartment,1.022,0.37
4858,17/01/2022,sa1962a1-Classic,"430 Kendalia Ave, Apt 10
San Antonio, TX 78214","430 Kendalia Ave, Apt 10",San,Antonio,TX,1.0,685,2021-06-30,Apartment,1.022,0.37
4859,17/01/2022,sa1962a1-Classic,"503 Verne St
San Antonio, TX 78221",503 Verne St,San,Antonio,TX,1.0,,2021-10-16,Apartment,,0.87
4860,17/01/2022,sf0921a1-Premium,"11750 Ne 16th Ave, Apt 407
Miami, FL 33161","11750 Ne 16th Ave, Apt 407",Miami,FL,33161,1.0,800,2021-07-10,Single Family,1.882,0.27
4861,17/01/2022,sf0921a1-Premium,"1755 Ne 116th Rd, North
Miami, FL 33181","1755 Ne 116th Rd, North",Miami,FL,33181,1.0,660,2021-10-24,Condo,2.122,0.32
4862,17/01/2022,sf0921a1-Premium,"1600 Ne 114th St, Apt 308
Miami, FL 33181","1600 Ne 114th St, Apt 308",Miami,FL,33181,1.0,656,2022-01-12,Condo,2.902,0.52
4863,17/01/2022,sf0921a1-Premium,"1600 Ne 114th St, Apt 110
Miami, FL 33181","1600 Ne 114th St, Apt 110",Miami,FL,33181,1.0,656,2021-12-28,Apartment,2.672,0.52
4864,17/01/2022,sf0921a1-Premium,"11610 N Bayshore Dr, Apt 1E
Miami, FL 33181","11610 N Bayshore Dr, Apt 1E",Miami,FL,33181,1.0,684,2021-11-20,Apartment,2.342,0.4
4865,17/01/2022,sf0921a1-Premium,"11190 Biscayne Blvd
Miami, FL 33181",11190 Biscayne Blvd,Miami,FL,33181,1.0,670,2021-12-13,Condo,3.562,0.59
4866,17/01/2022,sf0921a1-Premium,"12016 Ne 16th Ave, # 02-204
Miami, FL 33161","12016 Ne 16th Ave, # 02-204",Miami,FL,33161,1.0,733,2022-01-12,Apartment,2.732,0.1
4867,17/01/2022,sf0921a1-Premium,"12016 Ne 16th Ave, # 08-206
Miami, FL 33161","12016 Ne 16th Ave, # 08-206",Miami,FL,33161,1.0,733,2021-12-23,Apartment,2.682,0.1
4868,17/01/2022,sf0921a1-Premium,"12016 Ne 16th Ave, # 04-306
Miami, FL 33161","12016 Ne 16th Ave, # 04-306",Miami,FL,33161,1.0,733,2021-12-13,Apartment,2.632,0.1
4869,17/01/2022,sf0921a1-Premium,"12016 Ne 16th Ave, # 08-304
Miami, FL 33161","12016 Ne 16th Ave, # 08-304",Miami,FL,33161,1.0,733,2021-12-13,Apartment,2.672,0.1
4870,17/01/2022,sf0921a1-Premium,"12016 Ne 16th Ave, # 03-105
Miami, FL 33161","12016 Ne 16th Ave, # 03-105",Miami,FL,33161,1.0,733,2021-11-19,Apartment,2.672,0.1
4871,17/01/2022,sf0921a1-Premium,"12016 Ne 16th Ave, # 07-203
Miami, FL 33161","12016 Ne 16th Ave, # 07-203",Miami,FL,33161,1.0,733,2021-11-11,Apartment,2.682,0.1
4872,17/01/2022,sf0921a1-Premium,"11200 Biscayne Blvd, Apt 135
Miami, FL 33181","11200 Biscayne Blvd, Apt 135",Miami,FL,33181,1.0,670,2022-01-12,Apartment,3.672,0.62
4873,17/01/2022,sf0921a1-Premium,"11200 Biscayne Blvd, Apt 620
Miami, FL 33181","11200 Biscayne Blvd, Apt 620",Miami,FL,33181,1.0,670,2021-12-27,Apartment,3.412,0.62
4874,17/01/2022,sf0921a1-Premium,"11200 Biscayne Blvd, # 820
Miami, FL 33181","11200 Biscayne Blvd, # 820",Miami,FL,33181,1.0,670,2021-12-23,Apartment,3.662,0.62
4875,17/01/2022,sf0921a1-Premium,"12105 Ne 11th Pl, North
Miami, FL 33161","12105 Ne 11th Pl, North",Miami,FL,33161,1.0,700,2022-01-12,Apartment,2.572,0.47
4876,17/01/2022,sf0921a1-Premium,"12665 Ne 16th Ave, North
Miami, FL 33161","12665 Ne 16th Ave, North",Miami,FL,33161,1.0,900,2021-12-03,Single Family,2.172,0.33
4877,17/01/2022,sf0921a1-Premium,"11200 Biscayne Blvd, Apt 327
Miami, FL 33181","11200 Biscayne Blvd, Apt 327",Miami,FL,33181,1.0,693,2022-01-11,Apartment,3.672,0.62
4878,17/01/2022,sf0921a1-Premium,"11200 Biscayne Blvd, Apt 147
Miami, FL 33181","11200 Biscayne Blvd, Apt 147",Miami,FL,33181,1.0,693,2022-01-12,Apartment,3.702,0.62
4879,17/01/2022,sf0921a1-Premium,"1650 Ne 115th St, Apt 604
Miami, FL 33181","1650 Ne 115th St, Apt 604",Miami,FL,33181,1.0,710,2021-12-12,Condo,2.642,0.48
4880,17/01/2022,sf0921a1-Signature,"11750 Ne 16th Ave, Apt 407
Miami, FL 33161","11750 Ne 16th Ave, Apt 407",Miami,FL,33161,1.0,800,2021-07-10,Single Family,1.882,0.27
4881,17/01/2022,sf0921a1-Signature,"1755 Ne 116th Rd, North
Miami, FL 33181","1755 Ne 116th Rd, North",Miami,FL,33181,1.0,660,2021-10-24,Condo,2.122,0.32
4882,17/01/2022,sf0921a1-Signature,"1600 Ne 114th St, Apt 308
Miami, FL 33181","1600 Ne 114th St, Apt 308",Miami,FL,33181,1.0,656,2022-01-12,Condo,2.902,0.52
4883,17/01/2022,sf0921a1-Signature,"1600 Ne 114th St, Apt 110
Miami, FL 33181","1600 Ne 114th St, Apt 110",Miami,FL,33181,1.0,656,2021-12-28,Apartment,2.672,0.52
4884,17/01/2022,sf0921a1-Signature,"11610 N Bayshore Dr, Apt 1E
Miami, FL 33181","11610 N Bayshore Dr, Apt 1E",Miami,FL,33181,1.0,684,2021-11-20,Apartment,2.342,0.4
4885,17/01/2022,sf0921a1-Signature,"11190 Biscayne Blvd
Miami, FL 33181",11190 Biscayne Blvd,Miami,FL,33181,1.0,670,2021-12-13,Condo,3.562,0.59
4886,17/01/2022,sf0921a1-Signature,"12016 Ne 16th Ave, # 02-204
Miami, FL 33161","12016 Ne 16th Ave, # 02-204",Miami,FL,33161,1.0,733,2022-01-12,Apartment,2.732,0.1
4887,17/01/2022,sf0921a1-Signature,"12016 Ne 16th Ave, # 08-206
Miami, FL 33161","12016 Ne 16th Ave, # 08-206",Miami,FL,33161,1.0,733,2021-12-23,Apartment,2.682,0.1
4888,17/01/2022,sf0921a1-Signature,"12016 Ne 16th Ave, # 04-306
Miami, FL 33161","12016 Ne 16th Ave, # 04-306",Miami,FL,33161,1.0,733,2021-12-13,Apartment,2.632,0.1
4889,17/01/2022,sf0921a1-Signature,"12016 Ne 16th Ave, # 08-304
Miami, FL 33161","12016 Ne 16th Ave, # 08-304",Miami,FL,33161,1.0,733,2021-12-13,Apartment,2.672,0.1
4890,17/01/2022,sf0921a1-Signature,"12016 Ne 16th Ave, # 03-105
Miami, FL 33161","12016 Ne 16th Ave, # 03-105",Miami,FL,33161,1.0,733,2021-11-19,Apartment,2.672,0.1
4891,17/01/2022,sf0921a1-Signature,"12016 Ne 16th Ave, # 07-203
Miami, FL 33161","12016 Ne 16th Ave, # 07-203",Miami,FL,33161,1.0,733,2021-11-11,Apartment,2.682,0.1
4892,17/01/2022,sf0921a1-Signature,"11200 Biscayne Blvd, Apt 135
Miami, FL 33181","11200 Biscayne Blvd, Apt 135",Miami,FL,33181,1.0,670,2022-01-12,Apartment,3.672,0.62
4893,17/01/2022,sf0921a1-Signature,"11200 Biscayne Blvd, Apt 620
Miami, FL 33181","11200 Biscayne Blvd, Apt 620",Miami,FL,33181,1.0,670,2021-12-27,Apartment,3.412,0.62
4894,17/01/2022,sf0921a1-Signature,"11200 Biscayne Blvd, # 820
Miami, FL 33181","11200 Biscayne Blvd, # 820",Miami,FL,33181,1.0,670,2021-12-23,Apartment,3.662,0.62
4895,17/01/2022,sf0921a1-Signature,"12105 Ne 11th Pl, North
Miami, FL 33161","12105 Ne 11th Pl, North",Miami,FL,33161,1.0,700,2022-01-12,Apartment,2.572,0.47
4896,17/01/2022,sf0921a1-Signature,"12665 Ne 16th Ave, North
Miami, FL 33161","12665 Ne 16th Ave, North",Miami,FL,33161,1.0,900,2021-12-03,Single Family,2.172,0.33
4897,17/01/2022,sf0921a1-Signature,"11200 Biscayne Blvd, Apt 327
Miami, FL 33181","11200 Biscayne Blvd, Apt 327",Miami,FL,33181,1.0,693,2022-01-11,Apartment,3.672,0.62
4898,17/01/2022,sf0921a1-Signature,"11200 Biscayne Blvd, Apt 147
Miami, FL 33181","11200 Biscayne Blvd, Apt 147",Miami,FL,33181,1.0,693,2022-01-12,Apartment,3.702,0.62
4899,17/01/2022,sf0921a1-Signature,"1650 Ne 115th St, Apt 604
Miami, FL 33181","1650 Ne 115th St, Apt 604",Miami,FL,33181,1.0,710,2021-12-12,Condo,2.642,0.48
4900,17/01/2022,sf0921a2-Premium,"11750 Ne 16th Ave, Apt 407
Miami, FL 33161","11750 Ne 16th Ave, Apt 407",Miami,FL,33161,1.0,800,2021-07-10,Single Family,1.882,0.27
4901,17/01/2022,sf0921a2-Premium,"12016 Ne 16th Ave, # 02-204
Miami, FL 33161","12016 Ne 16th Ave, # 02-204",Miami,FL,33161,1.0,733,2022-01-12,Apartment,2.732,0.1
4902,17/01/2022,sf0921a2-Premium,"12016 Ne 16th Ave, # 08-206
Miami, FL 33161","12016 Ne 16th Ave, # 08-206",Miami,FL,33161,1.0,733,2021-12-23,Apartment,2.682,0.1
4903,17/01/2022,sf0921a2-Premium,"12016 Ne 16th Ave, # 04-306
Miami, FL 33161","12016 Ne 16th Ave, # 04-306",Miami,FL,33161,1.0,733,2021-12-13,Apartment,2.632,0.1
4904,17/01/2022,sf0921a2-Premium,"12016 Ne 16th Ave, # 08-304
Miami, FL 33161","12016 Ne 16th Ave, # 08-304",Miami,FL,33161,1.0,733,2021-12-13,Apartment,2.672,0.1
4905,17/01/2022,sf0921a2-Premium,"12016 Ne 16th Ave, # 03-105
Miami, FL 33161","12016 Ne 16th Ave, # 03-105",Miami,FL,33161,1.0,733,2021-11-19,Apartment,2.672,0.1
4906,17/01/2022,sf0921a2-Premium,"12016 Ne 16th Ave, # 07-203
Miami, FL 33161","12016 Ne 16th Ave, # 07-203",Miami,FL,33161,1.0,733,2021-11-11,Apartment,2.682,0.1
4907,17/01/2022,sf0921a2-Premium,"12665 Ne 16th Ave, North
Miami, FL 33161","12665 Ne 16th Ave, North",Miami,FL,33161,1.0,900,2021-12-03,Single Family,2.172,0.33
4908,17/01/2022,sf0921a2-Premium,"1651 Ne 115th St, Unit 1C
Miami, FL 33181","1651 Ne 115th St, Unit 1C",Miami,FL,33181,1.0,776,2021-07-01,Condo,2.322,0.43
4909,17/01/2022,sf0921a2-Premium,"1651 Ne 115th St
Miami, FL 33181",1651 Ne 115th St,Miami,FL,33181,1.0,776,2021-07-01,Townhouse,2.322,0.45
4910,17/01/2022,sf0921a2-Premium,"11200 Biscayne Blvd, Apt 317
Miami, FL 33181","11200 Biscayne Blvd, Apt 317",Miami,FL,33181,1.0,740,2022-01-12,Apartment,3.242,0.62
4911,17/01/2022,sf0921a2-Premium,"11200 Biscayne Blvd, Apt 338
Miami, FL 33181","11200 Biscayne Blvd, Apt 338",Miami,FL,33181,1.0,740,2021-12-29,Apartment,3.262,0.62
4912,17/01/2022,sf0921a2-Premium,"1650 Ne 115th St, Apt 604
Miami, FL 33181","1650 Ne 115th St, Apt 604",Miami,FL,33181,1.0,710,2021-12-12,Condo,2.642,0.48
4913,17/01/2022,sf0921a2-Premium,"1650 Ne 115th St, Apt 108
Miami, FL 33181","1650 Ne 115th St, Apt 108",Miami,FL,33181,1.0,710,2021-06-20,Condo,2.222,0.48
4914,17/01/2022,sf0921a2-Premium,"11200 Biscayne Blvd, Apt 105
Miami, FL 33181","11200 Biscayne Blvd, Apt 105",Miami,FL,33181,1.0,721,2022-01-12,Apartment,3.592,0.62
4915,17/01/2022,sf0921a2-Premium,"12105 Ne 11th Pl, North
Miami, FL 33161","12105 Ne 11th Pl, North",Miami,FL,33161,1.0,700,2022-01-12,Apartment,2.572,0.47
4916,17/01/2022,sf0921a2-Premium,"11610 N Bayshore Dr, Apt 1E
Miami, FL 33181","11610 N Bayshore Dr, Apt 1E",Miami,FL,33181,1.0,684,2021-11-20,Apartment,2.342,0.4
4917,17/01/2022,sf0921a2-Premium,"1470 Ne 123rd St, North
Miami, FL 33161","1470 Ne 123rd St, North",Miami,FL,33161,1.5,780,2021-12-20,Condo,2.312,0.15
4918,17/01/2022,sf0921a2-Premium,"11200 Biscayne Blvd, Apt 327
Miami, FL 33181","11200 Biscayne Blvd, Apt 327",Miami,FL,33181,1.0,693,2022-01-11,Apartment,3.672,0.62
4919,17/01/2022,sf0921a2-Premium,"11200 Biscayne Blvd, Apt 147
Miami, FL 33181","11200 Biscayne Blvd, Apt 147",Miami,FL,33181,1.0,693,2022-01-12,Apartment,3.702,0.62
4920,17/01/2022,sf0921a2-Signature,"11750 Ne 16th Ave, Apt 407
Miami, FL 33161","11750 Ne 16th Ave, Apt 407",Miami,FL,33161,1.0,800,2021-07-10,Single Family,1.882,0.27
4921,17/01/2022,sf0921a2-Signature,"12016 Ne 16th Ave, # 02-204
Miami, FL 33161","12016 Ne 16th Ave, # 02-204",Miami,FL,33161,1.0,733,2022-01-12,Apartment,2.732,0.1
4922,17/01/2022,sf0921a2-Signature,"12016 Ne 16th Ave, # 08-206
Miami, FL 33161","12016 Ne 16th Ave, # 08-206",Miami,FL,33161,1.0,733,2021-12-23,Apartment,2.682,0.1
4923,17/01/2022,sf0921a2-Signature,"12016 Ne 16th Ave, # 04-306
Miami, FL 33161","12016 Ne 16th Ave, # 04-306",Miami,FL,33161,1.0,733,2021-12-13,Apartment,2.632,0.1
4924,17/01/2022,sf0921a2-Signature,"12016 Ne 16th Ave, # 08-304
Miami, FL 33161","12016 Ne 16th Ave, # 08-304",Miami,FL,33161,1.0,733,2021-12-13,Apartment,2.672,0.1
4925,17/01/2022,sf0921a2-Signature,"12016 Ne 16th Ave, # 03-105
Miami, FL 33161","12016 Ne 16th Ave, # 03-105",Miami,FL,33161,1.0,733,2021-11-19,Apartment,2.672,0.1
4926,17/01/2022,sf0921a2-Signature,"12016 Ne 16th Ave, # 07-203
Miami, FL 33161","12016 Ne 16th Ave, # 07-203",Miami,FL,33161,1.0,733,2021-11-11,Apartment,2.682,0.1
4927,17/01/2022,sf0921a2-Signature,"12665 Ne 16th Ave, North
Miami, FL 33161","12665 Ne 16th Ave, North",Miami,FL,33161,1.0,900,2021-12-03,Single Family,2.172,0.33
4928,17/01/2022,sf0921a2-Signature,"1651 Ne 115th St, Unit 1C
Miami, FL 33181","1651 Ne 115th St, Unit 1C",Miami,FL,33181,1.0,776,2021-07-01,Condo,2.322,0.43
4929,17/01/2022,sf0921a2-Signature,"1651 Ne 115th St
Miami, FL 33181",1651 Ne 115th St,Miami,FL,33181,1.0,776,2021-07-01,Townhouse,2.322,0.45
4930,17/01/2022,sf0921a2-Signature,"11200 Biscayne Blvd, Apt 317
Miami, FL 33181","11200 Biscayne Blvd, Apt 317",Miami,FL,33181,1.0,740,2022-01-12,Apartment,3.242,0.62
4931,17/01/2022,sf0921a2-Signature,"11200 Biscayne Blvd, Apt 338
Miami, FL 33181","11200 Biscayne Blvd, Apt 338",Miami,FL,33181,1.0,740,2021-12-29,Apartment,3.262,0.62
4932,17/01/2022,sf0921a2-Signature,"1650 Ne 115th St, Apt 604
Miami, FL 33181","1650 Ne 115th St, Apt 604",Miami,FL,33181,1.0,710,2021-12-12,Condo,2.642,0.48
4933,17/01/2022,sf0921a2-Signature,"1650 Ne 115th St, Apt 108
Miami, FL 33181","1650 Ne 115th St, Apt 108",Miami,FL,33181,1.0,710,2021-06-20,Condo,2.222,0.48
4934,17/01/2022,sf0921a2-Signature,"11200 Biscayne Blvd, Apt 105
Miami, FL 33181","11200 Biscayne Blvd, Apt 105",Miami,FL,33181,1.0,721,2022-01-12,Apartment,3.592,0.62
4935,17/01/2022,sf0921a2-Signature,"12105 Ne 11th Pl, North
Miami, FL 33161","12105 Ne 11th Pl, North",Miami,FL,33161,1.0,700,2022-01-12,Apartment,2.572,0.47
4936,17/01/2022,sf0921a2-Signature,"11610 N Bayshore Dr, Apt 1E
Miami, FL 33181","11610 N Bayshore Dr, Apt 1E",Miami,FL,33181,1.0,684,2021-11-20,Apartment,2.342,0.4
4937,17/01/2022,sf0921a2-Signature,"1470 Ne 123rd St, North
Miami, FL 33161","1470 Ne 123rd St, North",Miami,FL,33161,1.5,780,2021-12-20,Condo,2.312,0.15
4938,17/01/2022,sf0921a2-Signature,"11200 Biscayne Blvd, Apt 327
Miami, FL 33181","11200 Biscayne Blvd, Apt 327",Miami,FL,33181,1.0,693,2022-01-11,Apartment,3.672,0.62
4939,17/01/2022,sf0921a2-Signature,"11200 Biscayne Blvd, Apt 147
Miami, FL 33181","11200 Biscayne Blvd, Apt 147",Miami,FL,33181,1.0,693,2022-01-12,Apartment,3.702,0.62
4940,17/01/2022,sf0921a3-Premium,"11750 Ne 16th Ave, Apt 407
Miami, FL 33161","11750 Ne 16th Ave, Apt 407",Miami,FL,33161,1.0,800,2021-07-10,Single Family,1.882,0.27
4941,17/01/2022,sf0921a3-Premium,"12665 Ne 16th Ave, North
Miami, FL 33161","12665 Ne 16th Ave, North",Miami,FL,33161,1.0,900,2021-12-03,Single Family,2.172,0.33
4942,17/01/2022,sf0921a3-Premium,"1651 Ne 115th St, Unit 1C
Miami, FL 33181","1651 Ne 115th St, Unit 1C",Miami,FL,33181,1.0,776,2021-07-01,Condo,2.322,0.43
4943,17/01/2022,sf0921a3-Premium,"1651 Ne 115th St
Miami, FL 33181",1651 Ne 115th St,Miami,FL,33181,1.0,776,2021-07-01,Townhouse,2.322,0.45
4944,17/01/2022,sf0921a3-Premium,"12016 Ne 16th Ave, # 02-204
Miami, FL 33161","12016 Ne 16th Ave, # 02-204",Miami,FL,33161,1.0,733,2022-01-12,Apartment,2.732,0.1
4945,17/01/2022,sf0921a3-Premium,"12016 Ne 16th Ave, # 08-206
Miami, FL 33161","12016 Ne 16th Ave, # 08-206",Miami,FL,33161,1.0,733,2021-12-23,Apartment,2.682,0.1
